IOC_Value,IOC_Type,IsMalicious,ThreatName,Confidence,LastSeen
51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37632fa6ca,SHA256,false,Benign,High,2024-09-06
d8af6be9bd63e030e214ba38a46e37632fa6ca51a13fe39a567b3c23b28c2f47,SHA256,false,Benign,High,2024-09-07
fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37632,SHA256,false,Benign,High,2024-09-08
7632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37,SHA256,false,Benign,High,2024-09-09
9a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37632fa6ca51a13fe3,SHA256,false,Benign,High,2024-09-10
c2f47d8af6be9bd63e030e214ba38a46e37632fa6ca51a13fe39a567b3c23b28,SHA256,false,Benign,High,2024-09-11
32fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e376,SHA256,false,Benign,High,2024-09-12
a6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37632f,SHA256,false,Benign,High,2024-09-13
a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37632fa6ca51,SHA256,false,Benign,High,2024-09-14
567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37632fa6ca51a13fe39a,SHA256,false,Benign,High,2024-09-15
bd63e030e214ba38a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9,SHA256,false,Benign,High,2024-09-16
8af6be9bd63e030e214ba38a46e37632fa6ca51a13fe39a567b3c23b28c2f47d,SHA256,false,Benign,High,2024-09-17
c23b28c2f47d8af6be9bd63e030e214ba38a46e37632fa6ca51a13fe39a567b3,SHA256,false,Benign,High,2024-09-18
46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a4,SHA256,false,Benign,High,2024-09-19
632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38a46e376,SHA256,false,Benign,High,2024-09-20
e030e214ba38a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63,SHA256,false,Benign,High,2024-09-21
e214ba38a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030,SHA256,false,Benign,High,2024-09-22
b3c23b28c2f47d8af6be9bd63e030e214ba38a46e37632fa6ca51a13fe39a567,SHA256,false,Benign,High,2024-09-23
bad-actor-drop.net,DOMAIN,true,Emotet,High,2025-08-15
corp-file-access.com,DOMAIN,true,Emotet,High,2025-08-15
payment-confirmation-doc.com,DOMAIN,true,Emotet,High,2025-08-15
payroll-update-required.com,DOMAIN,true,Emotet,High,2025-08-15
office36o.com,DOMAIN,true,Emotet,High,2025-08-16
invoice-document-share.com,DOMAIN,true,Emotet,High,2025-08-16
scanned-document-portal.com,DOMAIN,true,Emotet,High,2025-08-16
unusual-login-activity.com,DOMAIN,true,Emotet,High,2025-08-16
package-delivery-failed.com,DOMAIN,true,Emotet,High,2025-08-17
urgent-doc-review.com,DOMAIN,true,Emotet,High,2025-08-17
your-doc-is-ready.com,DOMAIN,true,Emotet,High,2025-08-17
verify-your-account.biz,DOMAIN,true,Emotet,High,2025-08-18
critical-security-patch.org,DOMAIN,true,Emotet,High,2025-08-18
important-file-share.net,DOMAIN,true,Emotet,High,2025-08-18
document-shared-with-you.net,DOMAIN,true,Emotet,High,2025-08-18
new-invoice-attached.com,DOMAIN,true,Emotet,High,2025-08-19
doc-collab-portal.com,DOMAIN,true,Emotet,High,2025-08-19
shared-invoice-view.com,DOMAIN,true,Emotet,High,2025-08-20
security-alert-center.org,DOMAIN,true,Emotet,High,2025-08-21
important-message-portal.com,DOMAIN,true,Emotet,High,2025-08-21
ms-teams-update.net,DOMAIN,true,RedLine Stealer,High,2025-08-22
it-helpdesk-support.com,DOMAIN,true,RedLine Stealer,High,2025-08-22
new-corp-policy.net,DOMAIN,true,RedLine Stealer,High,2025-08-22
your-package-tracking.info,DOMAIN,true,RedLine Stealer,High,2025-08-23
okta-verify-session.com,DOMAIN,true,RedLine Stealer,High,2025-08-23
azure-login-portal.net,DOMAIN,true,RedLine Stealer,High,2025-08-23
account-support-team.net,DOMAIN,true,RedLine Stealer,High,2025-08-23
it-support-desk.net,DOMAIN,true,RedLine Stealer,High,2025-08-24
hr-survey-company.com,DOMAIN,true,RedLine Stealer,High,2025-08-24
secure-auth-system.org,DOMAIN,true,RedLine Stealer,High,2025-08-24
sharepoint-access-grant.com,DOMAIN,true,RedLine Stealer,High,2025-08-24
urgent-payment-request.biz,DOMAIN,true,RedLine Stealer,High,2025-08-25
rewards-program-claim.com,DOMAIN,true,RedLine Stealer,High,2025-08-25
online-banking-portal.biz,DOMAIN,true,RedLine Stealer,High,2025-08-25
vpn-client-update.net,DOMAIN,true,RedLine Stealer,High,2025-08-26
tech-support-alert.org,DOMAIN,true,RedLine Stealer,High,2025-08-26
company-survey-portal.net,DOMAIN,true,RedLine Stealer,High,2025-08-26
account-services-intl.com,DOMAIN,true,RedLine Stealer,High,2025-08-27
company-vpn-access.org,DOMAIN,true,RedLine Stealer,High,2025-08-27
update-browser-now.org,DOMAIN,true,RedLine Stealer,High,2025-08-27
update-adobe-flash.net,DOMAIN,true,Emotet,High,2025-09-01
4a0a9a8d9a9a5f7f3a06b0d9c4c4f3d2a7f5b8a6a6a4d3a1f9e6a1e2c8a7f7d,SHA256,true,WizzySpiderDropper,High,2025-09-01
official-doc-download.net,DOMAIN,true,WizzySpiderDropper,High,2025-09-01
secure-package-download.com,DOMAIN,true,WizzySpiderDropper,High,2025-09-01
a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2,SHA256,true,WizzySpiderDropper,High,2025-09-02
1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c,SHA256,true,WizzySpiderDropper,High,2025-09-02
2c8a7f7d4a0a9a8d9a9a5f7f3a06b0d9c4c4f3d2a7f5b8a6a6a4d3a1f9e6a1e,SHA256,true,WizzySpiderDropper,High,2025-09-02
c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8,SHA256,true,WizzySpiderDropper,High,2025-09-02
d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1,SHA256,true,WizzySpiderDropper,High,2025-09-02
b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7,SHA256,true,WizzySpiderDropper,High,2025-09-02
b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9,SHA256,true,WizzySpiderDropper,High,2025-09-02
4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d,SHA256,true,WizzySpiderDropper,High,2025-09-02
f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7,SHA256,true,WizzySpiderDropper,High,2025-09-02
c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6,SHA256,true,WizzySpiderDropper,High,2025-09-02
d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3,SHA256,true,WizzySpiderDropper,High,2025-09-02
f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9,SHA256,true,WizzySpiderDropper,High,2025-09-02
f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3,SHA256,true,WizzySpiderDropper,High,2025-09-02
d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9,SHA256,true,WizzySpiderDropper,High,2025-09-02
c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2,SHA256,true,WizzySpiderDropper,High,2025-09-02
e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2,SHA256,true,WizzySpiderDropper,High,2025-09-02
b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5,SHA256,true,WizzySpiderDropper,High,2025-09-02
e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6,SHA256,true,WizzySpiderDropper,High,2025-09-02
c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8,SHA256,true,WizzySpiderDropper,High,2025-09-02
f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9,SHA256,true,WizzySpiderDropper,High,2025-09-02
c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6,SHA256,true,WizzySpiderDropper,High,2025-09-02
f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7,SHA256,true,WizzySpiderDropper,High,2025-09-02
b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7,SHA256,true,WizzySpiderDropper,High,2025-09-02
b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9,SHA256,true,WizzySpiderDropper,High,2025-09-02
d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3,SHA256,true,WizzySpiderDropper,High,2025-09-02
c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2,SHA256,true,WizzySpiderDropper,High,2025-09-02
d8e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7,SHA256,true,WizzySpiderDropper,High,2025-09-02
4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1b2c3d,SHA256,true,WizzySpiderDropper,High,2025-09-02
e9f0a1b2a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8,SHA256,true,WizzySpiderDropper,High,2025-09-02
b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2a1,SHA256,true,WizzySpiderDropper,High,2025-09-02
installer-v12.exe.info,DOMAIN,true,WizzySpiderDropper,High,2025-09-03
windows-patch-dl.com,DOMAIN,true,WizzySpiderDropper,High,2025-09-03
file-downloader-srv.com,DOMAIN,true,WizzySpiderDropper,High,2025-09-03
6c95a557b44f6f7c11f62111d3840610998f980e0c83a051838971f4b752bc7f,SHA256,true,WizzySpiderDropper,High,2025-09-04
hr-portal-login.net,DOMAIN,true,RedLine Stealer,High,2025-09-04
software-patch-dl.org,DOMAIN,true,WizzySpiderDropper,High,2025-09-04
patch-installer-srv.com,DOMAIN,true,WizzySpiderDropper,High,2025-09-04
dropbox-file-share.org,DOMAIN,true,WizzySpiderDropper,High,2025-09-04
login-microsft.com,DOMAIN,true,RedLine Stealer,High,2025-09-05
b44f6f7c11f62111d3840610998f980e0c83a051838971f4b752bc7f6c95a557,SHA256,true,WizzySpiderDropper,High,2025-09-05
required-action-portal.org,DOMAIN,true,WizzySpiderDropper,High,2025-09-05
e0c83a051838971f4b752bc7f6c95a557b44f6f7c11f62111d3840610998f980,SHA256,true,WizzySpiderDropper,High,2025-09-05
f4b752bc7f6c95a557b44f6f7c11f62111d3840610998f980e0c83a051838971,SHA256,true,WizzySpiderDropper,High,2025-09-05
d3840610998f980e0c83a051838971f4b752bc7f6c95a557b44f6f7c11f62111,SHA256,true,WizzySpiderDropper,High,2025-09-05
corporate-file-transfer.com,DOMAIN,true,WizzySpiderDropper,High,2025-09-05
f6f7c11f62111d3840610998f980e0c83a051838971f4b752bc7f6c95a557b44,SHA256,true,WizzySpiderDropper,High,2025-09-05
838971f4b752bc7f6c95a557b44f6f7c11f62111d3840610998f980e0c83a051,SHA256,true,WizzySpiderDropper,High,2025-09-05
0c83a051838971f4b752bc7f6c95a557b44f6f7c11f62111d3840610998f980e,SHA256,true,WizzySpiderDropper,High,2025-09-05
bank-security-check.com,DOMAIN,true,RedLine Stealer,High,2025-09-06
secure-payment-gateway.biz,DOMAIN,true,Mimikatz,High,2025-09-07
admin-portal-access.net,DOMAIN,true,Mimikatz,High,2025-09-07
account-verification-system.com,DOMAIN,true,Mimikatz,High,2025-09-07
login-session-expired.net,DOMAIN,true,Mimikatz,High,2025-09-07
2a85360f098048107921f0084f4787a270726d40cb97e556e4a2b0e6e7f22b8d,SHA256,true,LockbitC2,High,2025-09-08
password-reset-portal.org,DOMAIN,true,Mimikatz,High,2025-09-08
auth-portal-secure.net,DOMAIN,true,Mimikatz,High,2025-09-08
sso-portal-login.com,DOMAIN,true,Mimikatz,High,2025-09-08
confirm-your-identity.com,DOMAIN,true,Mimikatz,High,2025-09-08
c2-backup-server.org,DOMAIN,true,Cobalt Strike C2,High,2025-09-09
c2-main-controller.org,DOMAIN,true,Cobalt Strike C2,High,2025-09-09
c2-fallback.net,DOMAIN,true,Cobalt Strike C2,High,2025-09-09
198.51.100.42,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.43,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.44,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.45,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.46,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.47,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.48,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.49,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.50,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.51,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.52,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.53,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.54,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.55,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.56,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.57,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.58,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.59,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.60,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.61,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.62,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.63,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.64,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.65,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.66,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.67,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.68,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.69,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.70,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.71,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.72,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.73,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.74,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.75,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.76,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.77,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.78,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.79,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.80,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.81,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.82,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.83,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.84,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.85,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.86,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.87,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.88,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.89,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.90,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.91,IP,true,Cobalt Strike C2,High,2025-09-10
198.51.100.92,IP,true,Cobalt Strike C2,High,2025-09-10
45.146.164.110,IP,true,LockbitC2,High,2025-09-11
45.146.164.111,IP,true,LockbitC2,High,2025-09-11
45.146.164.112,IP,true,LockbitC2,High,2025-09-11
45.146.164.113,IP,true,LockbitC2,High,2025-09-11
45.146.164.114,IP,true,LockbitC2,High,2025-09-11
45.146.164.115,IP,true,LockbitC2,High,2025-09-11
45.146.164.116,IP,true,LockbitC2,High,2025-09-11
45.146.164.117,IP,true,LockbitC2,High,2025-09-11
45.146.164.118,IP,true,LockbitC2,High,2025-09-11
45.146.164.119,IP,true,LockbitC2,High,2025-09-11
45.146.164.120,IP,true,LockbitC2,High,2025-09-11
45.146.164.121,IP,true,LockbitC2,High,2025-09-11
45.146.164.122,IP,true,LockbitC2,High,2025-09-11
45.146.164.123,IP,true,LockbitC2,High,2025-09-11
45.146.164.124,IP,true,LockbitC2,High,2025-09-11
45.146.164.125,IP,true,LockbitC2,High,2025-09-11
45.146.164.126,IP,true,LockbitC2,High,2025-09-11
45.146.164.127,IP,true,LockbitC2,High,2025-09-11
45.146.164.128,IP,true,LockbitC2,High,2025-09-11
45.146.164.129,IP,true,LockbitC2,High,2025-09-11
45.146.164.130,IP,true,LockbitC2,High,2025-09-11
45.146.164.131,IP,true,LockbitC2,High,2025-09-11
45.146.164.132,IP,true,LockbitC2,High,2025-09-11
45.146.164.133,IP,true,LockbitC2,High,2025-09-11
45.146.164.134,IP,true,LockbitC2,High,2025-09-11
45.146.164.135,IP,true,LockbitC2,High,2025-09-11
45.146.164.136,IP,true,LockbitC2,High,2025-09-11
45.146.164.137,IP,true,LockbitC2,High,2025-09-11
45.146.164.138,IP,true,LockbitC2,High,2025-09-11
45.146.164.139,IP,true,LockbitC2,High,2025-09-11
45.146.164.140,IP,true,LockbitC2,High,2025-09-11
45.146.164.141,IP,true,LockbitC2,High,2025-09-11
45.146.164.142,IP,true,LockbitC2,High,2025-09-11
45.146.164.143,IP,true,LockbitC2,High,2025-09-11
45.146.164.144,IP,true,LockbitC2,High,2025-09-11
45.146.164.145,IP,true,LockbitC2,High,2025-09-11
45.146.164.146,IP,true,LockbitC2,High,2025-09-11
45.146.164.147,IP,true,LockbitC2,High,2025-09-11
45.146.164.148,IP,true,LockbitC2,High,2025-09-11
45.146.164.149,IP,true,LockbitC2,High,2025-09-11
45.146.164.150,IP,true,LockbitC2,High,2025-09-11
45.146.164.151,IP,true,LockbitC2,High,2025-09-11
45.146.164.152,IP,true,LockbitC2,High,2025-09-11
45.146.164.153,IP,true,LockbitC2,High,2025-09-11
45.146.164.154,IP,true,LockbitC2,High,2025-09-11
45.146.164.155,IP,true,LockbitC2,High,2025-09-11
45.146.164.156,IP,true,LockbitC2,High,2025-09-11
45.146.164.157,IP,true,LockbitC2,High,2025-09-11
45.146.164.158,IP,true,LockbitC2,High,2025-09-11
45.146.164.159,IP,true,LockbitC2,High,2025-09-11
45.146.164.160,IP,true,LockbitC2,High,2025-09-11
91.219.29.100,IP,true,LockbitC2,High,2025-09-12
91.219.29.101,IP,true,LockbitC2,High,2025-09-12
91.219.29.102,IP,true,LockbitC2,High,2025-09-12
91.219.29.103,IP,true,LockbitC2,High,2025-09-12
91.219.29.104,IP,true,LockbitC2,High,2025-09-12
91.219.29.105,IP,true,LockbitC2,High,2025-09-12
91.219.29.106,IP,true,LockbitC2,High,2025-09-12
91.219.29.107,IP,true,LockbitC2,High,2025-09-12
91.219.29.108,IP,true,LockbitC2,High,2025-09-12
91.219.29.109,IP,true,LockbitC2,High,2025-09-12
91.219.29.110,IP,true,LockbitC2,High,2025-09-12
91.219.29.111,IP,true,LockbitC2,High,2025-09-12
91.219.29.112,IP,true,LockbitC2,High,2025-09-12
91.219.29.113,IP,true,LockbitC2,High,2025-09-12
91.219.29.114,IP,true,LockbitC2,High,2025-09-12
91.219.29.115,IP,true,LockbitC2,High,2025-09-12
91.219.29.116,IP,true,LockbitC2,High,2025-09-12
91.219.29.117,IP,true,LockbitC2,High,2025-09-12
91.219.29.118,IP,true,LockbitC2,High,2025-09-12
91.219.29.119,IP,true,LockbitC2,High,2025-09-12
91.219.29.120,IP,true,LockbitC2,High,2025-09-12
91.219.29.121,IP,true,LockbitC2,High,2025-09-12
91.219.29.122,IP,true,LockbitC2,High,2025-09-12
91.219.29.123,IP,true,LockbitC2,High,2025-09-12
91.219.29.124,IP,true,LockbitC2,High,2025-09-12
91.219.29.125,IP,true,LockbitC2,High,2025-09-12
91.219.29.126,IP,true,LockbitC2,High,2025-09-12
