log_timestamp,source_host,source_ip,destination_ip,destination_port,protocol,process_pid_ref
2025-09-15 08:50:28.123012 UTC,winws0149,10.30.0.220,142.250.196.174,443,TCP,25401
2025-09-15 08:15:23.321654 UTC,winws1046,10.30.0.88,151.101.65.132,443,TCP,10201
2025-09-15 08:23:43.789678 UTC,winws1053,10.30.0.113,151.101.65.132,443,TCP,12001
2025-09-15 08:25:04.789678 UTC,winws0169,10.15.0.39,151.101.65.132,443,TCP,12701
2025-09-15 08:27:04.123012 UTC,winws0177,10.15.0.47,151.101.65.132,443,TCP,13701
2025-09-15 08:29:04.456345 UTC,winws0185,10.15.0.55,151.101.65.132,443,TCP,14701
2025-09-15 08:31:04.789678 UTC,winws0193,10.15.0.63,151.101.65.132,443,TCP,15701
2025-09-15 08:33:04.123012 UTC,winws0201,10.15.0.71,151.101.65.132,443,TCP,16701
2025-09-15 08:35:04.456345 UTC,winws0209,10.15.0.79,151.101.65.132,443,TCP,17701
2025-09-15 08:37:04.789678 UTC,winws0216,10.15.0.87,151.101.65.132,443,TCP,18701
2025-09-15 08:39:04.123012 UTC,winws0224,10.15.0.95,151.101.65.132,443,TCP,19701
2025-09-15 08:41:04.456345 UTC,winws0232,10.15.0.103,151.101.65.132,443,TCP,20701
2Choose:09-15 08:43:04.789678 UTC,winws0240,10.15.0.111,151.101.65.132,443,TCP,21701
2025-09-15 08:45:04.123012 UTC,winws0248,10.15.0.119,151.101.65.132,443,TCP,22701
2025-09-15 08:47:04.456345 UTC,winws0256,10.15.0.127,151.101.65.132,443,TCP,23701
2025-09-15 08:49:04.789678 UTC,winws0264,10.15.0.135,151.101.65.132,443,TCP,24701
2025-09-15 08:21:01.789678 UTC,winws1202,10.12.0.104,151.101.66.217,443,TCP,10701
2025-09-15 08:22:22.789678 UTC,winws1207,10.12.0.109,151.101.66.217,443,TCP,11301
2025-09-15 08:25:43.123012 UTC,winws1057,10.30.0.121,151.101.66.217,443,TCP,13001
2025-09-15 08:27:43.456345 UTC,winws1061,10.30.0.129,151.101.66.217,443,TCP,14001
2025-09-15 08:29:43.789678 UTC,winws1065,10.30.0.137,151.101.66.217,443,TCP,15001
2025-09-15 08:31:43.123012 UTC,winws1069,10.30.0.145,151.101.66.217,443,TCP,16001
2025-09-15 08:33:43.456345 UTC,winws1073,10.30.0.153,151.101.66.217,443,TCP,17001
2025-09-15 08:35:43.789678 UTC,winws1077,10.30.0.161,151.101.66.217,443,TCP,18001
2025-09-15 08:37:43.123012 UTC,winws1081,10.30.0.169,151.101.66.217,443,TCP,19001
2025-09-15 08:39:43.456345 UTC,winws1085,10.30.0.177,151.101.66.217,443,TCP,20001
2025-09-15 08:41:43.789678 UTC,winws1089,10.30.0.185,151.101.66.217,443,TCP,21001
2025-09-15 08:43:43.123012 UTC,winws1093,10.30.0.193,151.101.66.217,443,TCP,22001
2025-09-15 08:45:43.456345 UTC,winws1097,10.30.0.201,151.101.66.217,443,TCP,23001
2025-09-15 08:47:43.789678 UTC,winws1101,10.30.0.209,151.101.66.217,443,TCP,24001
2025-09-15 08:49:43.123012 UTC,winws1105,10.30.0.217,151.101.66.217,443,TCP,25001
2025-09-15 08:16:21.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 08:18:21.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 08:20:21.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2C25-09-15 08:23:44.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 09:36:18.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 10:39:34.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 11:42:50.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 12:46:06.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 13:49:22.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 14:52:38.123901 UTC,linsrv0300,10.50.8.40,185.125.190.22,4444,TCP,2205
2025-09-15 08:25:05.123901 UTC,linsrv0300,10.50.8.40,185.125.190.23,4444,TCP,2205
2025-09-15 09:37:31.123901 UTC,linsrv0300,10.50.8.40,185.125.190.23,4444,TCP,2205
2025-09-15 10:40:47.123901 UTC,linsrv0300,10.50.8.40,185.125.190.23,4444,TCP,2205
2025-09-15 11:44:03.123901 UTC,linsrv0300,10.50.8.40,185.125.190.23,4444,TCP,2205
2025-09-15 12:47:19.123901 UTC,linsrv0300,10.50.8.40,185.125.190.23,4444,TCP,2205
2025-09-15 13:50:35.123901 UTC,linsrv0300,10.50.8.40,185.125.190.23,4444,TCP,2205
2025-09-15 08:27:31.123901 UTC,linsrv0300,10.50.8.40,185.125.190.24,4444,TCP,2205
2025-09-15 09:38:44.123901 UTC,linsrv0300,10.50.8.40,185.125.190.24,4444,TCP,2205
2025-09-15 10:42:00.123901 UTC,linsrv0300,10.50.8.40,185.125.190.24,4444,TCP,2205
2025-09-15 11:45:16.123901 UTC,linsrv0300,10.50.8.40,185.125.190.24,4444,TCP,2205
2025-09-15 12:48:32.123901 UTC,linsrv0300,10.50.8.40,185.125.190.24,4444,TCP,2205
2025-09-15 13:51:48.123901 UTC,linsrv0300,10.50.8.40,185.125.190.24,4444,TCP,2205
2025-09-15 08:30:08.123901 UTC,linsrv0300,10.50.8.40,185.125.190.25,4444,TCP,2205
2025-09-15 09:39:57.123901 UTC,linsrv0300,10.50.8.40,185.125.190.25,4444,TCP,2205
2025-09-15 10:43:13.123901 UTC,linsrv0300,10.50.8.40,185.125.190.25,4444,TCP,2205
2025-09-15 11:46:29.123901 UTC,linsrv0300,10.50.8.40,185.125.190.25,4444,TCP,2205
2025-09-15 12:49:45.123901 UTC,linsrv0300,10.50.8.40,185.125.190.25,4444,TCP,2205
2025-09-15 13:53:01.123901 UTC,linsrv0300,10.50.8.40,185.125.190.25,4444,TCP,2205
2025-09-15 08:32:53.123901 UTC,linsrv0300,10.50.8.40,185.125.190.26,4444,TCP,2205
2025-09-15 09:41:10.123901 UTC,linsrv0300,10.50.8.40,185.125.190.26,4444,TCP,2205
2025-09-15 10:44:26.123901 UTC,linsrv0300,10.50.8.40,185.125.190.26,4444,TCP,2205
2025-09-15 11:47:42.123901 UTC,linsrv0300,10.50.8.40,185.125.190.26,4444,TCP,2205
2025-09-15 12:50:58.123901 UTC,linsrv0300,10.50.8.40,185.125.190.26,4444,TCP,2205
2025-09-15 13:54:14.123901 UTC,linsrv0300,10.50.8.40,185.125.190.26,4444,TCP,2205
2025-09-15 08:35:06.123901 UTC,linsrv0300,10.50.8.40,185.125.190.27,4444,TCP,2205
2025-09-15 09:42:23.123901 UTC,linsrv0300,10.50.8.40,185.125.190.27,4444,TCP,2205
2025-09-15 10:45:39.123901 UTC,linsrv0300,10.50.8.40,185.125.190.27,4444,TCP,2205
2025-09-15 11:48:55.123901 UTC,linsrv0300,10.50.8.40,185.125.190.27,4444,TCP,2205
2025-09-15 12:52:11.123901 UTC,linsrv0300,10.50.8.40,185.125.190.27,4444,TCP,2205
2025-09-15 13:55:27.123901 UTC,linsrv0300,10.50.8.40,185.125.190.27,4444,TCP,2205
2025-09-15 08:36:49.123901 UTC,linsrv0300,10.50.8.40,185.125.190.28,4444,TCP,2205
2025-09-15 09:43:36.123901 UTC,linsrv0300,10.50.8.40,185.125.190.28,4444,TCP,2205
2025-09-15 10:46:52.123901 UTC,linsrv0300,10.50.8.40,185.125.190.28,4444,TCP,2205
2025-09-15 11:50:08.123901 UTC,linsrv0300,10.50.8.40,185.125.190.28,4444,TCP,2205
2025-09-15 12:53:24.123901 UTC,linsrv0300,10.50.8.40,185.125.190.28,4444,TCP,2205
2025-09-15 13:56:40.123901 UTC,linsrv0300,10.50.8.40,185.125.190.28,4444,TCP,2205
2025-09-15 08:38:32.123901 UTC,linsrv0300,10.50.8.40,185.125.190.29,4444,TCP,2205
2025-09-15 09:44:49.123901 UTC,linsrv0300,10.50.8.40,185.125.190.29,4444,TCP,2205
2025-09-15 10:48:05.123901 UTC,linsrv0300,10.50.8.40,185.125.190.29,4444,TCP,2205
2025-09-15 11:51:21.123901 UTC,linsrv0300,10.50.8.40,185.125.190.29,4444,TCP,2205
2025-09-15 12:54:37.123901 UTC,linsrv0300,10.50.8.40,185.125.190.29,4444,TCP,2205
2025-09-15 13:57:53.123901 UTC,linsrv0300,10.50.8.40,185.125.190.29,4444,TCP,2205
2025-09-15 08:40:45.123901 UTC,linsrv0300,10.50.8.40,185.125.190.30,4444,TCP,2205
2025-09-15 09:46:02.123901 UTC,linsrv0300,10.50.8.40,185.125.190.30,4444,TCP,2205
2025-09-15 10:49:18.123901 UTC,linsrv0300,10.50.8.40,185.125.190.30,4444,TCP,2205
2025-09-15 11:52:34.123901 UTC,linsrv0300,10.50.8.40,185.125.190.30,4444,TCP,2205
2025-09-15 12:55:50.123901 UTC,linsrv0300,10.50.8.40,185.125.190.30,4444,TCP,2205
2025-09-15 13:59:06.123901 UTC,linsrv0300,10.50.8.40,185.125.190.30,4444,TCP,2205
2025-09-15 08:42:58.123901 UTC,linsrv0300,10.50.8.40,185.125.190.31,4444,TCP,2205
2025-09-15 09:47:15.123901 UTC,linsrv0300,10.50.8.40,185.125.190.31,4444,TCP,2205
2025-09-15 10:50:31.123901 UTC,linsrv0300,10.50.8.40,185.125.190.31,4444,TCP,2205
2025-09-15 11:53:47.123901 UTC,linsrv0300,10.50.8.40,185.125.190.31,4444,TCP,2205
2025-09-15 12:57:03.123901 UTC,linsrv0300,10.50.8.40,185.125.190.31,4444,TCP,2205
2025-09-15 14:00:19.123901 UTC,linsrv0300,10.50.8.40,185.125.190.31,4444,TCP,2205
2025-09-15 08:45:11.123901 UTC,linsrv0300,10.50.8.40,185.125.190.32,4444,TCP,2205
2025-09-15 09:48:28.123901 UTC,linsrv0300,10.50.8.40,185.125.190.32,4444,TCP,2205
2025-09-15 10:51:44.123901 UTC,linsrv0300,10.50.8.40,185.125.190.32,4444,TCP,2205
2025-09-15 11:55:00.123901 UTC,linsrv0300,10.50.8.40,185.125.190.32,4444,TCP,2205
2025-09-15 12:58:16.123901 UTC,linsrv0300,10.50.8.40,185.125.190.32,4444,TCP,2205
2025-09-15 14:01:32.123901 UTC,linsrv0300,10.50.8.40,185.125.190.32,4444,TCP,2205
2025-09-15 08:47:24.123901 UTC,linsrv0300,10.50.8.40,185.125.190.33,4444,TCP,2205
2025-09-15 09:49:41.123901 UTC,linsrv0300,10.50.8.40,185.125.190.33,4444,TCP,2205
2025-09-15 10:52:57.123901 UTC,linsrv0300,10.50.8.40,185.125.190.33,4444,TCP,2205
2025-09-15 11:56:13.123901 UTC,linsrv0300,10.50.8.40,185.125.190.33,4444,TCP,2205
2025-09-15 12:59:29.123901 UTC,linsrv0300,10.50.8.40,185.125.190.33,4444,TCP,2205
2025-09-15 14:02:45.123901 UTC,linsrv0300,10.50.8.40,185.125.190.33,4444,TCP,2205
2025-09-15 08:49:37.123901 UTC,linsrv0300,10.50.8.40,185.125.190.34,4444,TCP,2205
2025-09-15 09:50:54.123901 UTC,linsrv0300,10.50.8.40,185.125.190.34,4444,TCP,2205
2This-09-15 10:54:10.123901 UTC,linsrv0300,10.50.8.40,185.125.190.34,4444,TCP,2205
2025-09-15 11:57:26.123901 UTC,linsrv0300,10.50.8.40,185.125.190.34,4444,TCP,2205
2025-09-15 13:00:42.123901 UTC,linsrv0300,10.50.8.40,185.125.190.34,4444,TCP,2205
2025-09-15 14:03:58.123901 UTC,linsrv0300,10.50.8.40,185.125.190.34,4444,TCP,2205
2025-09-15 08:50:50.123901 UTC,linsrv0300,10.50.8.40,185.125.190.35,4444,TCP,2205
2025-09-15 09:52:07.123901 UTC,linsrv0300,10.50.8.40,185.125.190.35,4444,TCP,2205
2025-09-15 10:55:23.123901 UTC,linsrv0300,10.50.8.40,185.125.190.35,4444,TCP,2205
2025-09-15 11:58:39.123901 UTC,linsrv0300,10.50.8.40,185.125.190.35,4444,TCP,2205
2025-09-15 13:01:55.123901 UTC,linsrv0300,10.50.8.40,185.125.190.35,4444,TCP,2205
2025-09-15 14:05:11.123901 UTC,linsrv0300,10.50.8.40,185.125.190.35,4444,TCP,2205
2025-09-15 08:51:03.123901 UTC,linsrv0300,10.50.8.40,185.125.190.36,4444,TCP,2205
2025-09-15 09:53:20.123901 UTC,linsrv0300,10.50.8.40,185.125.190.36,4444,TCP,2205
2025-09-15 10:56:36.123901 UTC,linsrv0300,10.50.8.40,185.125.190.36,4444,TCP,2205
2025-09-15 11:59:52.123901 UTC,linsrv0300,10.50.8.40,185.125.190.36,4444,TCP,2205
2025-09-15 13:03:08.123901 UTC,linsrv0300,10.50.8.40,185.125.190.36,4444,TCP,2205
2025-09-15 14:06:24.123901 UTC,linsrv0300,10.50.8.40,185.125.190.36,4444,TCP,2205
2025-09-15 08:52:16.123901 UTC,linsrv0300,10.50.8.40,185.125.190.37,4444,TCP,2205
2025-09-15 09:54:33.123901 UTC,linsrv0300,10.50.8.40,185.125.190.37,4444,TCP,2205
2025-09-15 10:57:49.123901 UTC,linsrv0300,10.50.8.40,185.125.190.37,4444,TCP,2205
2025-09-15 12:01:05.123901 UTC,linsrv0300,10.50.8.40,185.125.190.37,4444,TCP,2205
2025-09-15 13:04:21.123901 UTC,linsrv0300,10.50.8.40,185.125.190.37,4444,TCP,2205
2025-09-15 14:07:37.123901 UTC,linsrv0300,10.50.8.40,185.125.190.37,4444,TCP,2205
2025-09-15 08:53:30.123901 UTC,linsrv0300,10.50.8.40,185.125.190.38,4444,TCP,2205
2025-09-15 09:55:46.123901 UTC,linsrv0300,10.50.8.40,185.125.190.38,4444,TCP,2205
2025-09-15 10:59:02.123901 UTC,linsrv0300,10.50.8.40,185.125.190.38,4444,TCP,2205
2025-09-15 12:02:18.123901 UTC,linsrv0300,10.50.8.40,185.125.190.38,4444,TCP,2205
2025-09-15 13:05:34.123901 UTC,linsrv0300,10.50.8.40,185.125.190.38,4444,TCP,2205
2025-09-15 14:08:50.123901 UTC,linsrv0300,10.50.8.40,185.125.190.38,4444,TCP,2205
2025-09-15 08:54:43.123901 UTC,linsrv0300,10.50.8.40,185.125.190.39,4444,TCP,2205
2025-09-15 09:56:59.123901 UTC,linsrv0300,10.50.8.40,185.125.190.39,4444,TCP,2205
2025-09-15 11:00:15.123901 UTC,linsrv0300,10.50.8.40,185.125.190.39,4444,TCP,2205
2025-09-15 12:03:31.123901 UTC,linsrv0300,10.50.8.40,185.125.190.39,4444,TCP,2205
2025-09-15 13:06:47.123901 UTC,linsrv0300,10.50.8.40,185.125.190.39,4444,TCP,2205
2025-09-15 14:10:03.123901 UTC,linsrv0300,10.50.8.40,185.125.190.39,4444,TCP,2205
2025-09-15 08:55:56.123901 UTC,linsrv0300,10.50.8.40,185.125.190.40,4444,TCP,2205
2025-09-15 09:58:12.123901 UTC,linsrv0300,10.50.8.40,185.125.190.40,4444,TCP,2205
2025-09-15 11:01:28.123901 UTC,linsrv0300,10.50.8.40,185.125.190.40,4444,TCP,2205
